WKT,fid,tipe,nama,panjang
"LINESTRING (113.693992 -8.2095988,113.6938955 -8.2097196,113.6936152 -8.2101099,113.6933067 -8.21052,113.6932398 -8.2106138,113.6929433 -8.2110292,113.6927488 -8.2112779,113.6924638 -8.2117009,113.6921708 -8.2121792,113.6921306 -8.2122509,113.6919938 -8.2124228,113.6919066 -8.2124911,113.6917055 -8.2125973,113.6915794 -8.2126438,113.6913997 -8.212677,113.6910161 -8.2127274,113.690583 -8.2127898,113.6901726 -8.2128867,113.6900586 -8.2129212,113.6895865 -8.2130765,113.6882696 -8.2135344,113.6881825 -8.2135677,113.6873268 -8.2138437,113.6871243 -8.2138782,113.6866361 -8.2138782,113.6862083 -8.2138397,113.6859682 -8.2138411,113.6857778 -8.2138411,113.6855015 -8.213861,113.6853714 -8.2138716,113.6849678 -8.2139008,113.6847478 -8.2139313,113.6844246 -8.2139725,113.684182 -8.2140227,113.6841188 -8.2140408,113.683913 -8.2141115,113.683621 -8.2141916,113.6831331 -8.2143255,113.6830775 -8.2143355,113.6830191 -8.2143428,113.6825934 -8.2143759,113.6823688 -8.2143934,113.6822186 -8.2143894,113.6821166 -8.2143867,113.6806954 -8.214349,113.6804424 -8.2143423,113.6792261 -8.2143279,113.6781355 -8.2143377,113.6770864 -8.2143397,113.6770035 -8.2143388,113.6756739 -8.2143282,113.6754486 -8.2143258,113.6748371 -8.2143194,113.6744066 -8.214316,113.6743007 -8.2143137,113.6741566 -8.2143079,113.6735092 -8.214296,113.6729333 -8.2142854,113.6725018 -8.214296,113.6721361 -8.2142831,113.6720101 -8.2142739,113.6718906 -8.2142525,113.6717793 -8.2142194,113.6714066 -8.2140961,113.6705242 -8.2137324,113.6702377 -8.2135895,113.6701975 -8.2135703,113.6701579 -8.2135457,113.6698535 -8.2133035,113.669419 -8.2129252)",43,secondary,Jalan M. Husni Thamrin,2946.45553555195
"LINESTRING (113.7012947 -8.1695913,113.7013048 -8.1694175,113.7013111 -8.1693092,113.7013127 -8.1692812,113.7013411 -8.1691194,113.7013761 -8.1689206,113.7013936 -8.1685845,113.701395 -8.1685579,113.7014477 -8.1682783)",44,residential,Jalan R.A. Kartini,146.574803573539
"LINESTRING (113.6977941 -8.1737226,113.6972803 -8.1736253,113.6972481 -8.1736205,113.6970278 -8.1735875,113.6969535 -8.1735757,113.6968997 -8.1735672,113.6962505 -8.1734367,113.6957588 -8.1732897,113.6956114 -8.1732129)",45,residential,Jalan Untung Suropati,248.114929968456
"LINESTRING (113.7017986 -8.2292473,113.7018764 -8.229015,113.7020078 -8.2285491,113.7020923 -8.2282691,113.7021942 -8.2279041,113.7022425 -8.227778,113.7022734 -8.2277116,113.7023538 -8.2275802,113.7024558 -8.2274329,113.7025872 -8.2272882,113.7026583 -8.2272351,113.7027374 -8.2271754,113.7029077 -8.2270612,113.7033704 -8.2268037,113.7041241 -8.2264228,113.7045532 -8.2261998,113.7047839 -8.2260644,113.7049489 -8.2259635,113.7051567 -8.2258202,113.7053579 -8.2256529,113.7055376 -8.2254525,113.7060741 -8.2248035,113.7062363 -8.2246309,113.7066185 -8.224327,113.7071711 -8.2240788,113.7078792 -8.2237469,113.7090754 -8.2232425,113.709813 -8.2230294,113.7104166 -8.222855,113.7134099 -8.2218781,113.7149307 -8.2212542,113.7151104 -8.2211401,113.7154645 -8.2207644,113.7158515 -8.220373,113.7162173 -8.2199713,113.7163752 -8.2198003,113.717358 -8.2189693,113.7174994 -8.2188484,113.7180126 -8.218354,113.7184765 -8.2177992,113.7190506 -8.2170466,113.719127 -8.2168488,113.7191421 -8.2167501,113.7192826 -8.215832,113.7193041 -8.2156555,113.7193308 -8.215568,113.7193533 -8.2155338,113.7193688 -8.2155085,113.7194001 -8.2154755,113.7194284 -8.2154541,113.7194576 -8.2154412,113.7195408 -8.2154299,113.7199183 -8.2154776,113.7204386 -8.2155334,113.7211843 -8.2156219,113.7219749 -8.2157379,113.7220238 -8.2157451,113.7225493 -8.2158148,113.7226327 -8.2158165,113.7226756 -8.2158122,113.7226977 -8.2158075,113.7227145 -8.2158041,113.7227323 -8.2157923,113.72275 -8.2157697,113.7228933 -8.2155672,113.7233663 -8.2148892,113.7233864 -8.2148604,113.7239019 -8.2141018,113.7240757 -8.2137906,113.7243854 -8.2132371,113.7247816 -8.2124679,113.7252821 -8.2110988,113.7256828 -8.2101596,113.725774 -8.2098503,113.7258064 -8.2089034,113.7257817 -8.2071777)",46,unclassified,Jalan H.M. Noer,4017.29831051456
"LINESTRING (113.7010566 -8.1710552,113.7012687 -8.1710821,113.701457 -8.1711156,113.7015455 -8.1711621)",47,residential,Jalan Dewi Sartika,55.7036632882538
"LINESTRING (113.710336 -8.1548002,113.7110089 -8.155105,113.7114397 -8.1552661)",48,residential,Gang Jalan Mangga,132.257991804716
"LINESTRING (113.7047127 -8.1662255,113.7050213 -8.1663949,113.7053535 -8.1665819,113.7055909 -8.1666784)",49,unclassified,Jalan Bondoyudo,109.202944160953
"LINESTRING (113.7207264 -8.1317673,113.72029 -8.1335247,113.7200134 -8.1347221,113.7199314 -8.1352726)",50,residential,Jalan Kepodang 2,397.949423954291
"LINESTRING (113.7343822 -8.171514,113.7341546 -8.1715129,113.734012 -8.1715121,113.7334702 -8.1715094,113.733328 -8.1715087,113.7332582 -8.1715084,113.7327689 -8.1714949,113.7326829 -8.1714886,113.7322913 -8.1714703)",51,residential,Jalan Adityawarman,230.672189212791
"LINESTRING (113.725384 -8.1675047,113.7255757 -8.167873,113.7257447 -8.1681823,113.7258024 -8.1682972,113.7258235 -8.1683639,113.7258342 -8.1684186,113.7258433 -8.1684877,113.7258513 -8.1685441,113.7258708 -8.1687339,113.7258902 -8.1688906,113.7259103 -8.1690114,113.7259217 -8.1690844,113.7259325 -8.1691481,113.7259626 -8.1692357,113.7259968 -8.1693081,113.7260411 -8.1693771,113.7261035 -8.1694521,113.7262161 -8.1695463,113.726436 -8.1697428,113.7266251 -8.1699486,113.726884 -8.1702127,113.7270047 -8.1703349,113.7270986 -8.1704212,113.7272984 -8.170615,113.7274928 -8.1708128,113.7275881 -8.1709064,113.7276719 -8.1709761,113.7277356 -8.1710358)",52,secondary,Jalan Tidar,484.878305900744
"LINESTRING (113.7321689 -8.1713702,113.7322021 -8.1713666,113.7322271 -8.1713715,113.7322499 -8.1713828,113.7322689 -8.1713997,113.7322827 -8.171421,113.7322904 -8.1714451,113.7322913 -8.1714703,113.7322849 -8.1714966,113.7322712 -8.17152,113.7322514 -8.1715386,113.7322271 -8.171551,113.7322003 -8.1715561,113.7321648 -8.171551,113.7321337 -8.1715335,113.7321113 -8.1715058,113.7321006 -8.171472,113.7321027 -8.171439,113.732116 -8.1714088,113.732139 -8.1713849,113.7321689 -8.1713702)",53,residential,Bundaran Perumahan Puri,65.9240070686241
"LINESTRING (113.7322164 -8.1727693,113.7322103 -8.1726379,113.7322051 -8.1723872,113.7321985 -8.1720711,113.732189 -8.1718322,113.7322003 -8.1715561)",54,residential,Gang Perumahan Puri,134.347989806264
"LINESTRING (113.7321989 -8.1702072,113.7322001 -8.1707597,113.7322046 -8.1710799,113.7322021 -8.1713666)",55,residential,Gang Perumahan Puri,128.323210685843
"LINESTRING (113.7357633 -8.1366404,113.7360662 -8.1370828,113.7361322 -8.1371728,113.7362579 -8.137282,113.7364915 -8.1374543)",56,secondary,Jalan Tampaksiring,122.054785227812
"LINESTRING (113.7028098 -8.1680834,113.7028849 -8.1681312,113.7029225 -8.1681711,113.7029372 -8.1682003,113.702952 -8.1682361,113.7029608 -8.1682767,113.7029748 -8.168341,113.7029936 -8.1684339)",57,trunk,Jalan Jenderal Achmad Yani,46.1523935439391
"LINESTRING (113.7010073 -8.1891634,113.7009805 -8.1895033,113.7009526 -8.1898245,113.7005835 -8.1897634)",58,residential,Jalan Letnan Jenderal Suprapto XVIII,114.67323930643
"LINESTRING (113.6991796 -8.1722597,113.699218 -8.1721069,113.6994677 -8.1709772,113.6995052 -8.1707542,113.6995213 -8.1705952,113.6994939 -8.170111,113.6993711 -8.1699633,113.6993041 -8.1698761,113.6992478 -8.1698026)",59,residential,Jalan Fatahillah,285.455256619705
"LINESTRING (113.7001839 -8.1864283,113.7004302 -8.1864286,113.7016285 -8.1864711,113.7022929 -8.1864909,113.7027791 -8.1865249)",60,residential,Jalan Letnan Jenderal Suprapto XIV,286.419485977853
"LINESTRING (113.6994942 -8.1874144,113.6995374 -8.1872679,113.6997664 -8.1864222)",61,residential,Demang Mulia,113.842245627131
"LINESTRING (113.7002724 -8.188744,113.7003957 -8.1882183,113.7005279 -8.187684,113.7003956 -8.1876467,113.7002104 -8.187605,113.6999234 -8.1886888,113.6999237 -8.188744,113.6999663 -8.188779,113.7001275 -8.188813,113.7002184 -8.1888109,113.7002724 -8.188744)",62,residential,Demang Mulia,330.697657695129
"LINESTRING (113.7001839 -8.1864283,113.7000422 -8.1869272,113.6999438 -8.1872785,113.6998757 -8.1875098)",63,residential,Demang Mulia,124.426282284336
"LINESTRING (113.7004302 -8.1864286,113.7004808 -8.1862245,113.7005489 -8.1860063,113.7006854 -8.1856431)",64,residential,Griya Casablanca,91.4794504989572
"LINESTRING (113.7021458 -8.1753073,113.7021429 -8.1754067,113.7021187 -8.1760817,113.7021164 -8.1761953,113.7019407 -8.1762939,113.701915 -8.1763823,113.7018988 -8.176725,113.701871 -8.1770453)",65,tertiary,Jalan WR. Supratman,204.306693312362
"LINESTRING (113.6992142 -8.1873369,113.6994942 -8.1874144,113.6998757 -8.1875098,113.7002104 -8.187605)",66,residential,Demang Mulia,113.798380094169
"LINESTRING (113.7021164 -8.1761953,113.7022821 -8.1762619,113.7023025 -8.1764004,113.702301 -8.1767018,113.7022872 -8.1770682,113.7021004 -8.1770579,113.701871 -8.1770453)",67,tertiary,Jalan WR. Supratman,155.097431788386
"LINESTRING (113.7006631 -8.1770461,113.7006686 -8.1769602,113.7007154 -8.1766173,113.7007228 -8.17647,113.7007465 -8.1763337,113.7007589 -8.1762831,113.7007777 -8.1762421,113.7014275 -8.1762997,113.701626 -8.1763156,113.7018837 -8.1763071,113.7019407 -8.1762939)",68,residential,Jalan WR Supratman II,218.994376893185
"LINESTRING (113.6988461 -8.1885749,113.6996616 -8.1888078,113.6996857 -8.1888258,113.6996824 -8.1888775,113.6996047 -8.1890675,113.6996012 -8.189076,113.6995955 -8.1890833,113.6995808 -8.1890929,113.6995603 -8.1891012,113.6995335 -8.1891039,113.6993065 -8.1891029,113.6987641 -8.1889819)",69,residential,Demang Mulia,221.016960859895
"LINESTRING (113.7022172 -8.1893373,113.7020778 -8.1893015,113.7017315 -8.1892219,113.7015545 -8.1891953,113.7010073 -8.1891634,113.7004279 -8.1891263,113.7001168 -8.189105,113.6996047 -8.1890675)",70,residential,Jalan Letnan Jenderal Suprapto XVIII,290.27114862037
"LINESTRING (113.6957016 -8.1772325,113.6956476 -8.1773555,113.6956097 -8.1774431,113.6955435 -8.177596,113.6954516 -8.1777983,113.6954185 -8.177871,113.6952777 -8.1781552,113.695246 -8.1782382,113.6952118 -8.1782991)",71,tertiary,Jalan Dokter Soetomo,129.884554552353
"LINESTRING (113.6994474 -8.1864064,113.6992142 -8.1873369)",72,residential,Demang Mulia,106.143808272962
"LINESTRING (113.7001275 -8.188813,113.7001095 -8.1889744,113.7001168 -8.189105)",73,residential,Demang Mulia,32.4490648122915
"LINESTRING (113.7028232 -8.1753063,113.7028138 -8.175382,113.7028071 -8.1754975,113.7027924 -8.1762621,113.7027757 -8.1767001,113.7027568 -8.176983,113.7027467 -8.1770254,113.7027357 -8.177041,113.702726 -8.1770559,113.7027126 -8.1770702,113.7026251 -8.1770756,113.7022872 -8.1770682)",74,tertiary,Jalan KH Ahmad Dahlan,243.772931882205
"LINESTRING (113.6969535 -8.1735757,113.6970005 -8.1733349,113.6970211 -8.1732173,113.6971097 -8.1727641,113.6971479 -8.1727297,113.6971717 -8.1727083,113.6972576 -8.172703,113.6978129 -8.1728401,113.6979094 -8.1728584)",75,residential,Gang Jalan Untung Suropati,184.083683336684
"LINESTRING (113.6990834 -8.1914175,113.6991083 -8.1912661,113.6992263 -8.1905546,113.6992649 -8.190278,113.6992626 -8.1900162,113.6992604 -8.1897613,113.6992663 -8.1895588,113.6992585 -8.1895351)",76,residential,Jalan Letnan Jenderal Suprapto XVIII,210.066845463
"LINESTRING (113.7027924 -8.1762621,113.7026971 -8.1762659,113.7025335 -8.176278,113.7024135 -8.1762745,113.7022821 -8.1762619)",77,residential,Jalan WR Supratman I,56.4026138093051
"LINESTRING (113.6992626 -8.1900162,113.6987811 -8.1899599,113.6983036 -8.1899015,113.6979321 -8.1898479)",78,residential,Jalan Letnan Jenderal Suprapto XVIII,147.898676538963
"LINESTRING (113.7007154 -8.1766173,113.7007732 -8.1766231,113.7017637 -8.176708,113.7018988 -8.176725)",79,residential,Jalan WR Supratman IV,131.049965184573
"LINESTRING (113.70608 -8.182584,113.7059453 -8.1828297,113.7058783 -8.1829983,113.7058937 -8.1830501,113.7059425 -8.1830918,113.7062203 -8.1831493,113.7065219 -8.1832232,113.7068759 -8.1833121,113.7071998 -8.1833953,113.7075355 -8.1834856,113.7078917 -8.1835829,113.7083526 -8.1837548,113.7088187 -8.1838674,113.7091009 -8.183967,113.7093382 -8.1840343,113.7095891 -8.184115,113.7098746 -8.1842069,113.7103364 -8.184337,113.7103713 -8.1843427,113.7103911 -8.1843251,113.7104024 -8.1842912,113.7104714 -8.1840409,113.7105272 -8.1838074,113.7105265 -8.1837762,113.7105091 -8.1837616,113.7096145 -8.1835059,113.7095422 -8.1834981,113.7094885 -8.183518,113.7094616 -8.183575)",80,residential,Bukit Permai,764.291249282641
"LINESTRING (113.7015974 -8.1812731,113.7016135 -8.1811829,113.7017754 -8.1806555,113.701871 -8.1803439,113.7021647 -8.1794759,113.7021802 -8.1794394,113.7021942 -8.1794142,113.702215 -8.1794015,113.7022633 -8.1794062,113.7023267 -8.1794241,113.7023366 -8.1794249,113.7023491 -8.1794248,113.7023565 -8.1794235,113.7023632 -8.1794215,113.702375 -8.1794022,113.7025047 -8.1790471)",81,residential,Gang Jalan Letjen Suprapto,279.895186554268
"LINESTRING (113.7071729 -8.1823359,113.7070122 -8.1828659,113.7069398 -8.1830957,113.7068759 -8.1833121,113.706782 -8.183652,113.706723 -8.1838909)",82,residential,Bukit Permai,179.143206124935
"LINESTRING (113.7082939 -8.1856726,113.7083886 -8.1853083,113.7084751 -8.1849785,113.7085718 -8.1846343,113.7088187 -8.1838674,113.7089698 -8.1834139,113.7091288 -8.1830591,113.709297 -8.1826602,113.7093503 -8.1823649,113.7093832 -8.1821015,113.7094381 -8.1818682,113.709461 -8.1817985,113.709507 -8.1816586,113.7095213 -8.1816151,113.7095281 -8.1815945,113.7096375 -8.1813321,113.7097802 -8.1809899,113.7098915 -8.1806374,113.7099331 -8.1805193,113.7101204 -8.1799162)",83,residential,Bukit Permai,669.902437836239
"LINESTRING (113.7022518 -8.1836785,113.7023103 -8.1834082,113.7023633 -8.1831016)",84,residential,Gang Jalan Letjen Suprapto,65.0350092781935
"LINESTRING (113.7071998 -8.1833953,113.707026 -8.183978,113.7069457 -8.1842466)",85,residential,Bukit Permai,98.2952890349596
"LINESTRING (113.7027847 -8.183745,113.702818 -8.1834858,113.7028514 -8.1832273,113.7028514 -8.1831934,113.7028341 -8.1831668,113.7023633 -8.1831016,113.7020451 -8.1830411,113.7015695 -8.1829349,113.7012935 -8.1828558)",86,residential,Gang Jalan Letjen Suprapto,238.575668283159
"LINESTRING (113.7079988 -8.1831283,113.708544 -8.1832993,113.7089698 -8.1834139,113.7094616 -8.183575,113.7094213 -8.1837396,113.7093382 -8.1840343,113.7092035 -8.1845081,113.7091102 -8.1847883,113.7090431 -8.1850485)",87,residential,Jalan Doho,338.287844250992
"LINESTRING (113.70608 -8.182584,113.7062161 -8.1821201,113.7062282 -8.182071,113.7062846 -8.1820976,113.7064964 -8.1821825,113.7067284 -8.1822343,113.7067927 -8.1822459,113.7068478 -8.1822588,113.7070551 -8.1822957,113.7071729 -8.1823359,113.7076586 -8.1824816,113.7080966 -8.1826139)",88,residential,Bukit Permai,274.160591546333
"LINESTRING (113.7060123 -8.1840502,113.706652 -8.1841848,113.7069457 -8.1842466,113.7072831 -8.1843142,113.7076473 -8.1843914)",89,residential,Bukit Permai,184.205992571141
"LINESTRING (113.7081333 -8.1825045,113.7090268 -8.1826834)",90,residential,Jalan Pajajaran I,100.496965430553
"LINESTRING (113.7031762 -8.183797,113.7027847 -8.183745,113.7022518 -8.1836785,113.701993 -8.1836055,113.7019404 -8.1835542,113.7010878 -8.1834448,113.7010717 -8.1832378,113.7004419 -8.1829816,113.7003096 -8.1829277,113.6994355 -8.1825422,113.6993423 -8.1824916,113.6992102 -8.18242,113.6991834 -8.1823404,113.6993706 -8.1817242,113.6994416 -8.1814911,113.6995176 -8.1812382,113.7001863 -8.1813825,113.7006747 -8.1815333,113.7013343 -8.1817853,113.7014525 -8.1817988,113.7015223 -8.1817457,113.7015974 -8.1812731,113.7018754 -8.1812958,113.7024095 -8.1813237,113.7024658 -8.181333,113.7025093 -8.1813475,113.7025519 -8.1813865,113.7026257 -8.181498,113.7026516 -8.1815308,113.7027173 -8.1815494,113.7032161 -8.1815585,113.7034229 -8.1815642)",91,residential,Gang Jalan Letjen Suprapto,1117.22348448989
"LINESTRING (113.707369 -8.1854069,113.7076171 -8.1854792,113.707649 -8.1854892,113.7078924 -8.1855588,113.7081386 -8.1856292,113.7082939 -8.1856726,113.708391 -8.1857063,113.708603 -8.1857604,113.708645 -8.18577,113.7086336 -8.1858032,113.7085792 -8.1860401,113.7084652 -8.1864304,113.7084015 -8.1866713,113.708372 -8.1866965,113.7083285 -8.1866985,113.7081226 -8.186662,113.7078587 -8.186586,113.7075211 -8.1864888)",92,residential,Bukit Permai,350.896029440802
"LINESTRING (113.7057802 -8.1850419,113.7058606 -8.184705,113.7059418 -8.184377,113.7060123 -8.1840502,113.7060501 -8.1838944,113.7060756 -8.1837891,113.706141 -8.1835192,113.7062203 -8.1831493,113.706356 -8.1826791,113.7064964 -8.1821825)",93,residential,Bukit Permai,326.275966110825
"LINESTRING (113.707369 -8.1854069,113.7072165 -8.1860137)",94,residential,Bukit Permai,69.2305929176156
"LINESTRING (113.7019404 -8.1835542,113.7019908 -8.1833163,113.7020451 -8.1830411)",95,residential,Gang Jalan Letjen Suprapto,57.9499161110301
"LINESTRING (113.7103938 -8.1763975,113.7102898 -8.1761904,113.7102791 -8.1761853,113.7102677 -8.1761834,113.7102559 -8.1761824,113.7102436 -8.1761838,113.7099237 -8.1763437,113.7099076 -8.1763563,113.7098989 -8.1763802,113.7099063 -8.17643,113.7099819 -8.1766053,113.7100506 -8.1767403,113.7101441 -8.1769242,113.71021 -8.177036)",96,residential,Gunung Batu,156.026469326379
"LINESTRING (113.7064301 -8.1784769,113.7064984 -8.1783038,113.7065379 -8.1782,113.7065741 -8.1781389,113.7066051 -8.1780927,113.7066615 -8.1780436,113.7067138 -8.1780143,113.706786 -8.1779903,113.7068584 -8.1779723,113.7069182 -8.1779652,113.7070215 -8.1779792,113.7074225 -8.178084,113.7078222 -8.1781889,113.7080126 -8.178254,113.7082577 -8.1783565,113.7082902 -8.1783701,113.7086906 -8.1785891,113.7093571 -8.1789509)",97,residential,Jalan Madura,377.263411739489
"LINESTRING (113.7100506 -8.1767403,113.7098982 -8.176665,113.7097413 -8.1765906,113.709689 -8.1765754,113.7096461 -8.1765701,113.7096213 -8.1765794,113.7096045 -8.1765946,113.7095844 -8.1766245,113.709565 -8.176657,113.7093866 -8.176957,113.7090949 -8.1774117,113.7089809 -8.1775915,113.7089769 -8.1776254,113.7089883 -8.177648,113.7090017 -8.1776639,113.7090404 -8.1776849,113.7093011 -8.1777984,113.709656 -8.177965,113.7097554 -8.1780084)",98,residential,Gunung Batu,284.478702669206
"LINESTRING (113.7102878 -8.177109,113.7104364 -8.1771818,113.71079 -8.1773614,113.7113941 -8.1776388,113.7120042 -8.1779544,113.7124469 -8.178163,113.7127928 -8.1783203,113.713093 -8.1784505,113.7133735 -8.1785863)",99,residential,Gunung Batu,377.604665434565
"LINESTRING (113.6989904 -8.174393,113.6991084 -8.1742098,113.6991379 -8.1740917,113.6991513 -8.173951,113.6991513 -8.173716,113.6991835 -8.1735885,113.6992586 -8.1734492,113.6992733 -8.1733549,113.6992586 -8.1732275,113.6992572 -8.1730947,113.6992693 -8.1730031,113.6992948 -8.1728717,113.69939 -8.1725199,113.6994316 -8.1723288)",100,residential,Gang Jalan Gatot Subroto,237.718611943242
"LINESTRING (113.7034119 -8.1662529,113.7033576 -8.16605,113.7032705 -8.1656824,113.7032698 -8.1655519,113.7033107 -8.1654203)",101,residential,Jalan Anggrek,94.732762513203
"LINESTRING (113.7109046 -8.1784165,113.7098975 -8.1779095)",102,residential,Gunung Batu,124.426140189674
"LINESTRING (113.7130681 -8.1768541,113.7132864 -8.176418,113.7134135 -8.1761416)",103,residential,Gunung Batu,87.583934590404
"LINESTRING (113.6980127 -8.1720739,113.6981584 -8.1720672,113.6983841 -8.1720895,113.6991796 -8.1722597,113.6993039 -8.1723,113.6994316 -8.1723288,113.7007015 -8.1726574,113.7008613 -8.1726814)",104,residential,Jalan Jenderal Gatot Subroto,322.170668962137
"LINESTRING (113.71605 -8.1798406,113.7156844 -8.1796758,113.7152016 -8.1794431,113.7148563 -8.1792602,113.7148234 -8.1792575,113.7147919 -8.1792648,113.714757 -8.1792788,113.7147215 -8.1793,113.7146878 -8.1793265,113.7146299 -8.1794003,113.7145656 -8.1795355,113.714543 -8.1795831,113.714525 -8.1796339,113.7145083 -8.179667,113.7144861 -8.1796889,113.7144412 -8.1797002,113.7144157 -8.1797022,113.7143842 -8.1797002,113.7142313 -8.1796219,113.7139631 -8.1794905,113.7136888 -8.179356,113.7134151 -8.1792226,113.7131429 -8.1790946,113.712562 -8.178816)",105,residential,Gang Murni,448.345621218504
"LINESTRING (113.7107304 -8.1762402,113.7106328 -8.1760088,113.7106325 -8.1759969,113.7106336 -8.1759906,113.7106365 -8.175986,113.7108564 -8.1758711,113.7109369 -8.17584,113.7109644 -8.1758346,113.7109932 -8.1758426,113.7110484 -8.1758679,113.7112824 -8.175986,113.7117702 -8.1762325)",106,residential,Gunung Batu,169.635610765998
"LINESTRING (113.7143217 -8.176595,113.7142007 -8.1768546,113.7140025 -8.1772816)",107,residential,Gunung Batu,83.7459194117402
"LINESTRING (113.7120315 -8.1763578,113.7122459 -8.1759142,113.7122834 -8.1758366,113.7123444 -8.1756953,113.7123632 -8.17567,113.7124027 -8.17567,113.7124535 -8.1756857,113.7128081 -8.1758563,113.7134135 -8.1761416)",108,residential,Gunung Batu,212.025101256385
"LINESTRING (113.71079 -8.1773614,113.7117979 -8.1768979,113.7118784 -8.1768687,113.7119253 -8.1768734,113.7119675 -8.1768867,113.7120472 -8.1769188,113.7128513 -8.1772999,113.713222 -8.1774763,113.7135108 -8.1776009,113.7137826 -8.177724)",109,residential,Gunung Batu,362.53565311695
"LINESTRING (113.7131429 -8.1790946,113.7133735 -8.1785863,113.7135081 -8.1783161,113.7137826 -8.177724,113.7138518 -8.1775882,113.7140025 -8.1772816)",110,residential,Gunung Batu,221.945100210233
"LINESTRING (113.7130681 -8.1768541,113.7128513 -8.1772999,113.7124469 -8.178163,113.7122089 -8.1786566)",111,residential,Gunung Batu,220.852225248043
"LINESTRING (113.7113941 -8.1776388,113.7117637 -8.1774475,113.7118784 -8.1774011,113.7119099 -8.1773971,113.7119333 -8.1774011,113.7119964 -8.1774276,113.7121814 -8.1775404,113.7121922 -8.1775643,113.7121854 -8.1775882,113.7120042 -8.1779544,113.7117883 -8.1784296,113.7117688 -8.1784708,113.7117322 -8.178548,113.7116651 -8.178694,113.7116531 -8.1787199,113.7116423 -8.1787305,113.7116276 -8.1787385,113.7116081 -8.1787445,113.7115833 -8.1787405,113.7115552 -8.1787332,113.7115256 -8.1787245,113.7115069 -8.1787259,113.7114891 -8.1787292,113.711479 -8.1787381,113.7114653 -8.1787537)",112,residential,Gunung Batu,264.145086689318
"LINESTRING (113.7200966 -8.1695038,113.7207337 -8.1695981,113.7212118 -8.1696658)",113,residential,Jalan Bangka IV,124.280244845899
"LINESTRING (113.7201885 -8.1691242,113.7202319 -8.1691317,113.7207377 -8.1692185,113.7212862 -8.1692862)",114,residential,Jalan Bangka VI,122.404822123943
"LINESTRING (113.7194838 -8.1737286,113.7194206 -8.1736869,113.7190285 -8.1735267,113.7189916 -8.1735076,113.7189668 -8.173495,113.7189574 -8.1734797,113.7189587 -8.1734578,113.7190057 -8.1733363,113.7190908 -8.1730959)",115,residential,Jalan Karimata VII,109.784446062705
"LINESTRING (113.7198794 -8.1702632,113.7195978 -8.1701822,113.7191803 -8.1700807,113.7186858 -8.1699645,113.7184095 -8.1698955,113.718254 -8.169845)",116,residential,Jalan Bangka I,185.186781478292
"LINESTRING (113.7222464 -8.1672418,113.7225475 -8.1667825,113.7223107 -8.1666408,113.7220787 -8.1665036,113.7216056 -8.1661971)",117,residential,Perumahan Matrip,183.159280978674
"LINESTRING (113.7200738 -8.1696021,113.7197037 -8.1694866,113.7189245 -8.1692755,113.7187985 -8.1692341,113.7187646 -8.1692331,113.7187314 -8.1692334,113.7186928 -8.169238,113.718655 -8.1692457,113.7185986 -8.1692709)",118,residential,Jalan Bangka V,169.204458235205
"LINESTRING (113.719864 -8.1704203,113.7198817 -8.1704283,113.7198953 -8.1704422,113.7199026 -8.1704601,113.7199027 -8.1704794,113.7198964 -8.1704959,113.7198849 -8.1705094,113.7198693 -8.1705181,113.7198518 -8.1705211,113.7198342 -8.170518,113.7198188 -8.1705091,113.7198073 -8.1704956,113.7198008 -8.1704769,113.719802 -8.1704571,113.7198107 -8.1704393,113.7198256 -8.1704261,113.7198445 -8.1704195,113.719864 -8.1704203)",119,secondary,Jalan Bundaran Bangka,35.4395213375262
"LINESTRING (113.7205714 -8.1677037,113.7204909 -8.1679798,113.7203554 -8.1684026)",120,residential,Perumahan Matrip,80.9422835425529
"LINESTRING (113.7187314 -8.1692334,113.7188226 -8.1691016,113.7188836 -8.169022,113.7189171 -8.1689908,113.718947 -8.1689745,113.7189768 -8.1689705,113.7190261 -8.1689722,113.7190509 -8.1689762,113.7191143 -8.1689981,113.7191773 -8.1690193,113.7192658 -8.1690459,113.7195897 -8.1691229,113.7198217 -8.169182,113.7201456 -8.1692696)",121,residential,Jalan Bangka VII,174.208652229384
"LINESTRING (113.7224168 -8.1689317,113.7223504 -8.1688991,113.7221492 -8.1687923,113.7220553 -8.1687545,113.7217677 -8.1686622,113.7215035 -8.1685866,113.7213147 -8.1685394,113.7209859 -8.1684983,113.7207042 -8.1684591,113.7203554 -8.1684026)",122,residential,Jalan Belitung,236.4473504781
"LINESTRING (113.7200108 -8.1698902,113.7201905 -8.1699267,113.7206103 -8.169997,113.7209925 -8.1700588,113.7210921 -8.1700664,113.7211164 -8.1700661,113.7211325 -8.1700636,113.7211454 -8.1700594,113.7211554 -8.1700536,113.7211623 -8.1700457,113.721166 -8.1700379,113.7211715 -8.1700179,113.7211786 -8.1699658,113.7212118 -8.1696658)",123,residential,Jalan Bangka II,171.762772471895
"LINESTRING (113.7205714 -8.1677037,113.7207417 -8.1677356,113.7211346 -8.1678498)",124,residential,Perumahan Matrip,64.2424389188414
"LINESTRING (113.7198073 -8.1704956,113.719754 -8.1705088,113.7197104 -8.1705187,113.7196594 -8.170528,113.7196058 -8.170534,113.7195227 -8.1705413,113.7193765 -8.1705247,113.7188052 -8.1703893,113.7181199 -8.1702048,113.7180528 -8.1701902)",125,secondary,Jalan Jawa,198.692950609217
